Time step: 0.1
0	0	0	1.974750e+05	7.964186e+02
0	0	1	1.925149e+05	7.021199e+02
0	0	2	2.001314e+05	7.895268e+02
0	0	3	2.001318e+05	7.656094e+02
0	0	4	1.970106e+05	8.174123e+02
0	0	5	2.000639e+05	8.499152e+02
0	0	6	2.002637e+05	8.139623e+02
0	0	7	2.025209e+05	8.019879e+02
0	0	8	2.022966e+05	7.518772e+02
0	0	9	2.025885e+05	8.235983e+02
0	1	0	1.962005e+05	8.207667e+02
0	1	1	2.023735e+05	7.726342e+02
0	1	2	2.004893e+05	8.983378e+02
0	1	3	2.003970e+05	7.641093e+02
0	1	4	1.961225e+05	6.980534e+02
0	1	5	2.013158e+05	7.757670e+02
0	1	6	1.952316e+05	7.469707e+02
0	1	7	1.969871e+05	7.186453e+02
0	1	8	2.037876e+05	8.148595e+02
0	1	9	1.992790e+05	7.727985e+02
0	2	0	1.927593e+05	7.931884e+02
0	2	1	1.993260e+05	8.126198e+02
0	2	2	1.947850e+05	7.816037e+02
0	2	3	2.008721e+05	8.792090e+02
0	2	4	2.005622e+05	8.047244e+02
0	2	5	2.018347e+05	7.764810e+02
0	2	6	1.989236e+05	8.516305e+02
0	2	7	2.050101e+05	8.500400e+02
0	2	8	1.933013e+05	8.152424e+02
0	2	9	2.017240e+05	8.262745e+02
0	3	0	1.996309e+05	8.262275e+02
0	3	1	2.054471e+05	7.945408e+02
0	3	2	1.991751e+05	9.037949e+02
0	3	3	1.979355e+05	7.115702e+02
0	3	4	2.032485e+05	8.661798e+02
0	3	5	2.024528e+05	7.753776e+02
0	3	6	2.018435e+05	7.715145e+02
0	3	7	2.008038e+05	8.220110e+02
0	3	8	2.071507e+05	7.606405e+02
0	3	9	1.960795e+05	7.543020e+02
0	4	0	1.986378e+05	9.710952e+02
0	4	1	2.041785e+05	8.301353e+02
0	4	2	2.038178e+05	8.349053e+02
0	4	3	1.938010e+05	7.858297e+02
0	4	4	2.013717e+05	8.171306e+02
0	4	5	1.974903e+05	7.423906e+02
0	4	6	1.958220e+05	8.199905e+02
0	4	7	2.024990e+05	7.983039e+02
0	4	8	1.992128e+05	8.720612e+02
0	4	9	2.040452e+05	8.054829e+02
0	5	0	2.013944e+05	7.657096e+02
0	5	1	2.001659e+05	8.143098e+02
0	5	2	2.044495e+05	8.423696e+02
0	5	3	2.000250e+05	6.697800e+02
0	5	4	2.017511e+05	7.772435e+02
0	5	5	1.956849e+05	8.060915e+02
0	5	6	1.962801e+05	7.776106e+02
0	5	7	1.950819e+05	8.342818e+02
0	5	8	1.920856e+05	7.460054e+02
0	5	9	1.973876e+05	8.322961e+02
0	6	0	1.960722e+05	8.153897e+02
0	6	1	2.020936e+05	8.695058e+02
0	6	2	1.980503e+05	6.937560e+02
0	6	3	2.006986e+05	8.886615e+02
0	6	4	2.003554e+05	7.821521e+02
0	6	5	1.969729e+05	8.265339e+02
0	6	6	1.981244e+05	7.715998e+02
0	6	7	1.959771e+05	8.503573e+02
0	6	8	2.030335e+05	8.661640e+02
0	6	9	2.011619e+05	7.860720e+02
0	7	0	1.966475e+05	8.382036e+02
0	7	1	1.976034e+05	8.008425e+02
0	7	2	2.029458e+05	7.742413e+02
0	7	3	1.990998e+05	8.067644e+02
0	7	4	1.982255e+05	8.074200e+02
0	7	5	1.976039e+05	7.627257e+02
0	7	6	1.950937e+05	8.104827e+02
0	7	7	2.019094e+05	8.850917e+02
0	7	8	1.997050e+05	7.661211e+02
0	7	9	2.042316e+05	7.607236e+02
0	8	0	2.012393e+05	8.294968e+02
0	8	1	2.016398e+05	8.816383e+02
0	8	2	1.998224e+05	8.665294e+02
0	8	3	2.041476e+05	8.208205e+02
0	8	4	2.056241e+05	7.281153e+02
